ElectronicDevices,ElectronicDevices_Duration,Groceries,Groceries_Duration,SportsRelated,Sports_Equipments_Duration,Bounce_Rates,Special_Day,Month,Browser,Region,Type_of_visitor,Weekend,Purchase_made
6,125.5,0,0,19,1409.416667,0.002469136,0,Mar,8,3,Old_Visitor,false,false
0,0,0,0,10,60.5,0.02,0,Mar,Edge,3,Old_Visitor,false,false
2,42,2,54,10,420,0,0,Mar,Edge,8,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Chrome,9,Old_Visitor,false,false
0,0,0,0,2,0,0.2,0,Mar,Chrome,1,Old_Visitor,false,false
0,0,0,0,9,389,0,0,Mar,Edge,3,Old_Visitor,true,false
2,95,0,0,15,449.5,0.0125,0,Mar,Edge,4,Old_Visitor,false,false
4,56.5,0,0,8,202.1666667,0,0,Mar,Edge,1,New_Visitor,true,false
0,0,0,0,2,17,0,0,Mar,Mozilla,8,Old_Visitor,false,false
0,0,0,0,12,689.2857143,0,0,Mar,Edge,3,Old_Visitor,true,false
5,134.9285714,2,41,31,2013.595238,0,0,Mar,Edge,8,Old_Visitor,false,true
0,0,0,0,17,933.4166667,0.031932773,0,Mar,Edge,1,Old_Visitor,false,false
2,64,0,0,19,371.2272727,0.001666667,0,Mar,Brave,9,Old_Visitor,false,false
3,68,0,0,8,306,0,0,Mar,Mozilla,9,New_Visitor,true,false
2,20.5,0,0,21,719.7380952,0.004347826,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Brave,6,Old_Visitor,false,false
0,0,0,0,2,56,0,0,Mar,Edge,1,Old_Visitor,false,false
3,11.33333333,0,0,20,302.3888889,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,19,491.6666667,0.011111111,0,Mar,Mozilla,1,Old_Visitor,true,false
5,504,0,0,13,922.0833333,0.023529412,0,Mar,Edge,8,Old_Visitor,false,false
2,25,0,0,20,667.9166667,0,0,Mar,Mozilla,1,Old_Visitor,false,false
2,20,0,0,13,181.5,0,0,Mar,Edge,1,Old_Visitor,false,false
1,19.66666667,0,0,14,512.1111111,0.028571429,0,Mar,Edge,3,Old_Visitor,true,false
1,13,0,0,15,317,0,0,Mar,Edge,1,New_Visitor,true,false
0,0,0,0,17,85.66666667,0.023529412,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,8,128.5,0,0,Mar,Edge,1,Old_Visitor,false,false
6,76.33333333,0,0,7,78.83333333,0.004444444,0,Mar,Edge,8,Old_Visitor,false,false
2,45.44444444,1,40.66666667,57,851.6426534,0,0,Mar,Brave,3,Old_Visitor,true,true
3,31,0,0,58,1400.438961,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,6,84,0,0,Mar,Mozilla,8,Old_Visitor,false,false
0,0,0,0,12,167.2222222,0,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,12,396.5,0,0,Mar,Brave,3,Old_Visitor,false,false
0,0,0,0,2,22,0,0,Mar,Mozilla,3,Old_Visitor,true,false
0,0,0,0,5,371,0,0,Mar,Edge,4,Old_Visitor,false,false
0,0,4,399.3333333,46,1814.583333,0.003673469,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,4,30.5,0,0,Mar,Brave,3,Old_Visitor,false,false
0,0,0,0,27,644,0.007692308,0,Mar,Edge,2,Old_Visitor,false,false
8,125.1666667,0,0,27,1802.25,0.006060606,0,Mar,Edge,1,Old_Visitor,true,false
2,13,0,0,23,855.1666667,0.008,0,Mar,Chrome,1,Old_Visitor,false,false
1,72.66666667,4,345,24,879.9090909,0,0,Mar,Brave,4,Old_Visitor,false,true
5,100.9166667,0,0,56,1432.223333,0,0,Mar,Edge,3,Old_Visitor,true,true
7,60,3,23,111,2524.501905,0.001694915,0,Mar,Edge,1,Old_Visitor,true,false
3,49.5,1,29.5,45,1545.5,0,0,Mar,Brave,3,Old_Visitor,true,true
8,466.5,2,75.25,44,1616.425824,0.006944444,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,8,332,0,0,Mar,Edge,1,New_Visitor,true,false
0,0,0,0,1,40,0,0,Mar,Edge,1,Old_Visitor,false,false
5,175.2307692,0,0,20,2224.85,0.004347826,0,Mar,Edge,8,Old_Visitor,false,false
6,96.85714286,0,0,28,672.5452381,0,0,Mar,Mozilla,2,Old_Visitor,false,true
0,0,0,0,6,551,0.033333333,0,Mar,Mozilla,3,Old_Visitor,false,false
19,402.1857143,4,116,64,3179.354257,0.002531646,0,Mar,Edge,2,Old_Visitor,false,true
0,0,0,0,10,203,0,0,Mar,Edge,2,Old_Visitor,false,false
4,178.2,0,0,9,368.2,0.02,0,Mar,Edge,8,Old_Visitor,true,false
7,156.5,1,122,26,694.7121212,0,0,Mar,Brave,1,Old_Visitor,false,false
5,58,0,0,10,657.2619048,0,0,Mar,Mozilla,2,New_Visitor,false,false
0,0,0,0,7,974.6666667,0.085714286,0,Mar,Edge,1,Old_Visitor,false,false
1,43,0,0,43,1223.347222,0,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,10,276,0.044444444,0,Mar,Edge,3,Old_Visitor,false,false
0,0,1,844,6,1108,0.066666667,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,7,223,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,3,261,0,0,Mar,Chrome,1,Old_Visitor,false,false
0,0,0,0,21,1372.7,0.019047619,0,Mar,Mozilla,3,Old_Visitor,false,false
2,306,0,0,14,964.5,0,0,Mar,Edge,4,Old_Visitor,false,false
3,72,1,0,38,461.5,0.01,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,4,41,0.05,0,Mar,Edge,2,Old_Visitor,false,false
1,202,0,0,2,8,0,0,Mar,Edge,8,New_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,7,39.25,0.028571429,0,Mar,Edge,1,Old_Visitor,false,false
4,359.3,4,407,69,5485.105556,0.010526316,0,Mar,Mozilla,2,Old_Visitor,true,true
0,0,0,0,8,450,0,0,Mar,Mozilla,9,Old_Visitor,true,false
0,0,0,0,1,0,0.2,0,Mar,Mozilla,2,Old_Visitor,false,false
0,0,0,0,20,438.3333333,0.02,0,Mar,Edge,7,Old_Visitor,false,false
1,39,0,0,15,787,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Brave,1,Old_Visitor,false,false
0,0,0,0,6,319,0,0,Mar,Mozilla,6,Old_Visitor,true,false
0,0,0,0,15,1148,0.014285714,0,Mar,Edge,1,Old_Visitor,false,false
2,41.5,2,60.5,21,534.5,0.004347826,0,Mar,Edge,2,Old_Visitor,true,false
0,0,0,0,20,644.4,0,0,Mar,Mozilla,7,Old_Visitor,false,false
0,0,0,0,14,875,0,0,Mar,Mozilla,1,Old_Visitor,true,false
2,123,0,0,7,873,0,0,Mar,Edge,2,Old_Visitor,false,false
3,42,0,0,31,3121.369048,0.002857143,0,Mar,Mozilla,3,Old_Visitor,true,false
0,0,1,81,82,3214.020563,0,0,Mar,Opera,2,Old_Visitor,false,true
0,0,0,0,3,14,0,0,Mar,Mozilla,3,Old_Visitor,false,false
1,22,0,0,52,1551.666667,0.001818182,0,Mar,Mozilla,3,Old_Visitor,false,false
2,95.5,0,0,13,334.5,0,0,Mar,Edge,1,New_Visitor,false,false
2,48.66666667,0,0,48,3726.333333,0,0,Mar,Edge,1,Old_Visitor,true,false
5,294.7,6,329.5,59,2816.781781,0.003214696,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,38,667.1666667,0,0,Mar,Edge,4,Old_Visitor,true,false
1,0,0,0,41,1202.904762,0.011529933,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,3,0,0.2,0,Mar,8,2,Old_Visitor,false,false
0,0,0,0,20,1117.333333,0,0,Mar,Brave,7,Old_Visitor,false,false
0,0,0,0,9,211,0,0,Mar,Edge,3,Old_Visitor,false,false
3,125,1,70,29,705.4,0,0,Mar,Edge,1,Old_Visitor,false,false
3,12,1,24,3,5.333333333,0.033333333,0,Mar,Edge,1,Old_Visitor,false,false
1,10.5,0,0,7,525,0,0,Mar,Brave,4,Old_Visitor,false,false
0,0,0,0,13,635.3333333,0,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,50,1803.768849,0.001360544,0,Mar,Brave,7,Old_Visitor,true,true
3,99,0,0,37,2419.133333,0.007894737,0,Mar,Edge,3,Old_Visitor,false,false
6,171.0833333,0,0,28,952.2857143,0,0,Mar,Edge,1,Old_Visitor,false,true
7,159.5,0,0,14,249,0.011764706,0,Mar,Mozilla,3,Old_Visitor,true,false
1,5,0,0,13,271,0,0,Mar,Mozilla,2,New_Visitor,true,false
5,206,0,0,15,650.6961927,0,0,Mar,Mozilla,1,New_Visitor,false,false
2,40,2,162,17,481.6666667,0.024561404,0,Mar,7,3,Old_Visitor,false,false
0,0,0,0,7,258.5,0.028571429,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,14,510.5,0,0,Mar,Edge,1,New_Visitor,false,true
0,0,0,0,16,600.75,0,0,Mar,Edge,2,Old_Visitor,false,false
6,262.25,3,298,49,2302.021242,0.000308642,0,Mar,Mozilla,1,Old_Visitor,false,true
2,44,0,0,26,1636.016667,0.007692308,0,Mar,DuckDuckGo,1,Old_Visitor,false,false
0,0,0,0,16,519.75,0.0125,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,11,673,0.018181818,0,Mar,DuckDuckGo,1,Old_Visitor,false,false
0,0,0,0,4,173.5,0,0,Mar,Opera,4,Old_Visitor,true,false
0,0,0,0,16,156.5333333,0,0,Mar,Brave,1,Old_Visitor,false,false
0,0,0,0,21,574.5333333,0,0,Mar,Edge,3,Old_Visitor,false,false
2,62.5,0,0,17,548.3333333,0,0,Mar,Edge,1,Old_Visitor,false,false
15,937.1746032,3,357,109,6682.677557,0.000833333,0,Mar,Edge,3,Old_Visitor,false,false
2,48,0,0,51,1671.375,0.001098901,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,11,1390.166667,0.012121212,0,Mar,Mozilla,1,Old_Visitor,true,false
6,437.3913043,2,235.55,83,2503.881781,0.002197802,0,Mar,Edge,3,Old_Visitor,false,true
7,159.3333333,0,0,24,520.6666667,0,0,Mar,Mozilla0,4,New_Visitor,true,false
0,0,0,0,1,0,0.2,0,Mar,Edge,4,Old_Visitor,false,false
2,32.5,0,0,19,423.8166667,0.005952381,0,Mar,Edge,1,Old_Visitor,false,false
0,0,2,30,11,1114.916667,0,0,Mar,Edge,1,Old_Visitor,false,false
11,212.7416667,3,104,71,1678.905125,0,0,Mar,Edge,8,Old_Visitor,true,false
0,0,0,0,29,438.8666667,0,0,Mar,Edge,3,Old_Visitor,true,false
3,16.33333333,0,0,23,505.5833333,0.008,0,Mar,Mozilla,1,Old_Visitor,false,true
0,0,0,0,9,76,0.022222222,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,7,203.5,0,0,Mar,Mozilla,1,New_Visitor,true,false
4,130,0,0,28,818.7916667,0,0,Mar,Edge,1,New_Visitor,false,false
4,15,1,17,17,490,0,0,Mar,Edge,4,Old_Visitor,false,true
0,0,1,0,12,645.9166667,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,8,142,0,0,Mar,7,2,Old_Visitor,false,false
0,0,0,0,6,25,0,0,Mar,Edge,1,Old_Visitor,false,false
2,44,0,0,16,672.5,0.005555556,0,Mar,Edge,4,Old_Visitor,true,false
9,140.5,0,0,35,1090.490476,0.013675214,0,Mar,Mozilla,3,Old_Visitor,true,false
0,0,0,0,3,30,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,13,244.1666667,0,0,Mar,Chrome,3,Old_Visitor,false,false
0,0,0,0,13,129.5,0.061538462,0,Mar,8,1,Old_Visitor,false,false
4,56,1,88,22,1734.780952,0,0,Mar,Edge,3,Old_Visitor,true,false
3,281,0,0,6,145,0,0,Mar,Edge,8,New_Visitor,false,false
2,88,0,0,16,1106.333333,0.025,0,Mar,Mozilla,3,Old_Visitor,false,false
1,0,0,0,17,684.9166667,0.015686275,0,Mar,DuckDuckGo,4,Old_Visitor,true,false
9,110.4090909,1,51,62,3120.211102,0.00056338,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,12,1178.666667,0.024242424,0,Mar,Mozilla,6,Old_Visitor,false,false
0,0,0,0,3,58,0,0,Mar,8,4,Old_Visitor,false,false
10,316.1405025,7,321.6666667,287,12983.78771,0.000668896,0,Mar,Brave,3,New_Visitor,false,false
0,0,0,0,6,139,0,0,Mar,Edge,1,New_Visitor,false,false
2,27,0,0,6,558,0,0,Mar,Edge,3,New_Visitor,false,false
3,74,2,26,53,893.5111111,0.003571429,0,Mar,Mozilla,4,Old_Visitor,true,true
0,0,0,0,5,26.5,0.04,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,2,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,3,0,0.2,0,Mar,Edge,6,Old_Visitor,false,false
1,0,1,0,15,708.5333333,0,0,Mar,Brave,3,Old_Visitor,false,false
0,0,0,0,8,244,0.025,0,Mar,Edge,1,Old_Visitor,false,false
2,140,0,0,6,130,0,0,Mar,Mozilla,4,New_Visitor,true,false
3,119,0,0,41,1282.5,0,0,Mar,DuckDuckGo,2,New_Visitor,false,false
7,301.7,6,336.5,42,1981.016667,0.005660377,0,Mar,Mozilla,2,Old_Visitor,true,true
0,0,0,0,8,186.5,0,0,Mar,Edge,3,Old_Visitor,true,false
0,0,0,0,6,119,0,0,Mar,Edge,7,Old_Visitor,true,false
0,0,0,0,22,1310.5,0.00952381,0,Mar,Edge,1,Old_Visitor,false,true
0,0,0,0,4,1111,0,0,Mar,Chrome,1,Old_Visitor,false,false
6,113.5,0,0,18,1066.5,0,0,Mar,Edge,7,New_Visitor,false,false
3,421,0,0,4,110.5,0,0,Mar,Edge,8,New_Visitor,true,false
2,115,0,0,5,36,0,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,2,76.5,22,850.5333333,0.004545455,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,3,16,0.033333333,0,Mar,DuckDuckGo,1,Old_Visitor,false,false
1,9,0,0,5,49,0,0,Mar,Edge,8,Old_Visitor,false,false
0,0,0,0,10,214.25,0,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,3,0,0.2,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,7,141.8333333,0.064285714,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,5,143.5,0,0,Mar,Chrome,3,Old_Visitor,false,false
0,0,0,0,51,5818.916667,0.000980392,0,Mar,Edge,1,Old_Visitor,false,false
2,208,1,50,30,1461.666667,0,0,Mar,Chrome,1,Old_Visitor,false,false
0,0,0,0,13,123,0,0,Mar,Edge,1,Old_Visitor,false,false
5,193,1,13,66,2049.458471,0.004489796,0,Mar,Edge,3,Old_Visitor,true,false
1,3,0,0,11,271.7166667,0,0,Mar,Mozilla,3,Old_Visitor,true,false
4,87.5,1,20,36,1279.166667,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,4,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,4,70.5,0.05,0,Mar,Edge,4,Old_Visitor,false,false
5,42.18181818,0,0,12,231.1818182,0,0,Mar,Edge,1,New_Visitor,true,false
3,132.5,0,0,36,1567.966667,0,0,Mar,Opera,2,Old_Visitor,true,false
7,163.6666667,0,0,8,119.3333333,0.015384615,0,Mar,Edge,6,New_Visitor,true,false
2,83,0,0,15,605.8857143,0,0,Mar,Mozilla,3,Old_Visitor,true,false
5,117.8333333,0,0,35,502.547619,0.01025641,0,Mar,Edge,2,Old_Visitor,false,true
3,95,0,0,27,808.7,0.006896552,0,Mar,Edge,7,Old_Visitor,true,false
0,0,0,0,3,58,0,0,Mar,Mozilla,1,Old_Visitor,false,false
3,60,0,0,19,494.5,0,0,Mar,Mozilla,3,Old_Visitor,true,false
0,0,0,0,6,203.15,0,0,Mar,Edge,7,Old_Visitor,false,false
5,55.5,0,0,63,1656.316667,0.004166667,0,Mar,Edge,2,Old_Visitor,true,false
0,0,0,0,32,1420.25,0.00625,0,Mar,Edge,1,Old_Visitor,false,false
8,160.5,2,1467,26,721,0,0,Mar,Edge,1,Old_Visitor,false,false
4,64.33333333,1,13,27,1433.916667,0,0,Mar,Brave,1,New_Visitor,false,true
4,73.33333333,0,0,17,478.8333333,0,0,Mar,Mozilla,3,Old_Visitor,false,false
0,0,0,0,7,182,0.028571429,0,Mar,Edge,1,Old_Visitor,true,false
9,215.2333333,5,450,35,1974.352381,0.004761905,0,Mar,Edge,3,Old_Visitor,false,false
4,81.5,0,0,12,223.5833333,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,1,26,15,817.4166667,0.026666667,0,Mar,Edge,6,Old_Visitor,false,false
7,201.5,0,0,17,750.1666667,0,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,2,13,0.1,0,Mar,Mozilla,2,Old_Visitor,true,false
8,492.4166667,4,384,52,4699.277778,0.007258065,0,Mar,Edge,1,Old_Visitor,false,true
7,146.25,0,0,42,1030.266667,0,0,Mar,Edge,1,New_Visitor,false,false
5,156.2690476,4,90,35,776.0190476,0,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,3,558,0,0,Mar,Mozilla,3,Old_Visitor,false,false
4,13.61904762,0,0,27,520.3333333,0,0,Mar,Edge,4,Old_Visitor,true,false
0,0,0,0,8,349.5,0,0,Mar,Edge,1,New_Visitor,false,true
2,14,0,0,31,754.5,0,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,13,305,0,0,Mar,Mozilla,1,New_Visitor,false,false
0,0,0,0,21,399.8511905,0,0,Mar,Edge,1,Old_Visitor,false,false
1,12,0,0,6,74,0,0,Mar,Mozilla,1,Old_Visitor,false,false
6,352.5,0,0,21,696.6666667,0,0,Mar,Edge,6,New_Visitor,true,true
0,0,0,0,3,59,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,3,50,0,0,Mar,Edge,1,Old_Visitor,false,false
5,92.75,1,74.75,84,2756.215152,0,0,Mar,Edge,9,New_Visitor,true,false
0,0,0,0,12,425.1666667,0,0,Mar,Mozilla,6,Old_Visitor,false,false
0,0,0,0,78,1781.69697,0.003205128,0,Mar,Edge,8,Old_Visitor,false,false
3,168,0,0,7,296.1666667,0,0,Mar,Edge,3,New_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Brave,1,Old_Visitor,true,false
5,179.5,0,0,36,1792.8,0,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,3,Old_Visitor,false,false
8,274.5,0,0,24,515.5757576,0,0,Mar,Edge,2,Old_Visitor,true,false
3,64.5,0,0,35,1334.551371,0,0,Mar,Edge,4,Old_Visitor,true,false
0,0,0,0,6,64,0.1,0,Mar,Mozilla,1,Old_Visitor,false,false
1,4,2,102,31,624.5833333,0.016216216,0,Mar,Edge,3,Old_Visitor,true,false
9,171.6666667,3,109.75,41,1284.663492,0.016326531,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,10,316.5,0,0,Mar,Brave,1,New_Visitor,true,true
0,0,0,0,22,925.8333333,0.018181818,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,7,97,0.057142857,0,Mar,Edge,4,Old_Visitor,false,false
1,0,0,0,1,28,0,0,Mar,Edge,1,Old_Visitor,false,false
9,311.9166667,0,0,40,633.4,0.002272727,0,Mar,Edge,1,Old_Visitor,false,false
1,98.5,0,0,5,436.5,0,0,Mar,Mozilla,1,New_Visitor,true,false
9,867.922619,0,0,137,3909.36829,0,0,Mar,Edge,6,Old_Visitor,false,false
3,147,0,0,3,24,0,0,Mar,Edge,7,Old_Visitor,false,false
2,27,0,0,18,915.1666667,0.021052632,0,Mar,Edge,4,Old_Visitor,false,false
3,106.75,0,0,5,137.3333333,0,0,Mar,Edge,1,New_Visitor,true,false
0,0,0,0,5,95,0.04,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Mozilla,2,Old_Visitor,false,false
0,0,0,0,24,778.1666667,0,0,Mar,Edge,1,Old_Visitor,false,false
1,55,1,47,47,1842.95,0,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,27,1206,0.016,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,9,324.5,0.014814815,0,Mar,Edge,6,Old_Visitor,false,false
5,241.6666667,5,229,38,1054.944444,0.010869565,0,Mar,Brave,3,Old_Visitor,true,false
0,0,0,0,12,402.1666667,0.041666667,0,Mar,Edge,2,Old_Visitor,false,false
1,47,0,0,5,388,0,0,Mar,Mozilla,7,Old_Visitor,true,true
0,0,0,0,1,0,0.2,0,Mar,Edge,3,Old_Visitor,false,false
3,35,0,0,16,352,0,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,11,194,0,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,15,751.8,0.026666667,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,9,465.5,0.006666667,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,25,585,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,10,253.5,0,0,Mar,Mozilla,1,New_Visitor,true,true
3,33,2,84.5,4,46.5,0,0,Mar,Edge,5,New_Visitor,false,false
3,152.5,5,243.5,43,3065.945238,0,0,Mar,Edge,1,Old_Visitor,true,true
11,828.0526316,6,389.3666667,57,2099.930554,0.003333333,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,2,30,0,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,3,52,0,0,Mar,Chrome,8,Old_Visitor,true,false
4,162,3,75.5,4,158.5,0,0,Mar,Brave,1,Old_Visitor,false,false
4,539.5,0,0,1,0,0,0,Mar,Edge,8,New_Visitor,false,false
0,0,0,0,9,250.5,0,0,Mar,Edge,7,Old_Visitor,true,false
4,120.5,0,0,66,3960.646154,0.002941176,0,Mar,Brave,1,Old_Visitor,false,false
0,0,0,0,9,280,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,13,281.547619,0.003846154,0,Mar,Mozilla,2,Old_Visitor,true,false
1,12,0,0,13,2004.5,0.028571429,0,Mar,Mozilla,6,Old_Visitor,true,false
12,285.0119048,0,0,53,967.210697,0.000892857,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,6,100,0,0,Mar,Edge,4,Old_Visitor,true,false
10,198.5,2,158,6,73.21428571,0,0,Mar,Mozilla,1,Old_Visitor,false,false
4,224,1,32,20,789.35,0,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,30,1281,0.006666667,0,Mar,Brave,2,Old_Visitor,false,false
4,162.5,2,44.5,20,1115.266667,0,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,2,Old_Visitor,false,false
2,77.5,3,92,18,341.2916667,0,0,Mar,Mozilla,1,New_Visitor,true,false
6,192.5,0,0,113,3000.666667,0.003478261,0,Mar,Edge,3,Old_Visitor,false,false
6,148.8,4,81.33333333,29,1715.687897,0.010909091,0,Mar,Edge,9,Old_Visitor,false,false
0,0,0,0,8,607,0.0375,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,2,31,0,0,Mar,Edge,7,Old_Visitor,false,false
0,0,0,0,16,1027.657143,0.0125,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,7,Old_Visitor,false,false
0,0,0,0,8,196.5,0,0,Mar,Edge,1,Old_Visitor,false,false
4,1521,2,64,30,2284.687302,0.019354839,0,Mar,Edge,1,Old_Visitor,false,false
13,112.2666667,0,0,49,1503.490909,0,0,Mar,Edge,2,New_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
3,150,0,0,12,271.3333333,0,0,Mar,Mozilla,4,New_Visitor,false,false
0,0,0,0,6,97.33333333,0,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,5,161.3333333,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,4,32.5,7,67,0,0,Mar,Edge,1,New_Visitor,false,false
0,0,0,0,34,1006.257576,0,0,Mar,Edge,7,Old_Visitor,false,false
4,167.5,0,0,22,869.9,0,0,Mar,DuckDuckGo,4,Old_Visitor,false,true
4,57,1,0,19,479.8666667,0,0,Mar,Edge,1,Old_Visitor,false,false
5,345,0,0,7,229.5,0.03,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Mozilla,7,Old_Visitor,true,false
0,0,0,0,20,606,0,0,Mar,Edge,6,Old_Visitor,false,false
11,267.1666667,0,0,39,881.4416667,0.004166667,0,Mar,Edge,3,New_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,3,Old_Visitor,true,false
3,123,0,0,8,371.6666667,0,0,Mar,Edge,4,New_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
3,1373.5,0,0,43,2798.07381,0,0,Mar,DuckDuckGo,2,Old_Visitor,false,false
5,29,0,0,4,12,0,0,Mar,Mozilla,1,New_Visitor,true,false
0,0,0,0,42,1185.666667,0,0,Mar,Edge,1,Old_Visitor,false,false
0,0,0,0,2,60,0,0,Mar,Edge,3,Old_Visitor,false,false
8,29.5,0,0,89,6770.274267,0.006315789,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,5,337.25,0,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,13,323.9166667,0,0,Mar,Mozilla,4,Old_Visitor,false,true
5,79.33333333,3,242.0555556,17,1142.816919,0.006818182,0,Mar,Edge,6,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,3,Old_Visitor,false,false
0,0,0,0,4,148.5,0.05,0,Mar,Mozilla,1,Old_Visitor,true,false
3,16,0,0,11,207,0,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,2,11,0,0,Mar,Edge,2,Old_Visitor,false,false
0,0,0,0,6,53,0,0,Mar,Edge,7,Old_Visitor,true,false
2,33,0,0,9,354,0,0,Mar,Edge,1,New_Visitor,false,false
3,139,0,0,10,277.1428571,0,0,Mar,Edge,1,Old_Visitor,true,false
2,47,0,0,17,411.625,0,0,Mar,Edge,4,Old_Visitor,false,false
0,0,0,0,16,392.1428571,0.00625,0,Mar,Edge,1,Old_Visitor,false,false
1,54.5,0,0,68,3135.517677,0.003361345,0,Mar,Mozilla,2,Old_Visitor,false,false
14,272.5,2,52.25,55,1127.288305,0.003125,0,Mar,Edge,7,Old_Visitor,false,false
0,0,0,0,25,954.4702381,0,0,Mar,Edge,1,Old_Visitor,true,false
0,0,0,0,33,3506.166667,0,0,Mar,Mozilla,1,Old_Visitor,true,false
0,0,0,0,19,370.3809524,0,0,Mar,Mozilla,1,Old_Visitor,false,false
5,169,0,0,3,50,0,0,Mar,Mozilla,1,New_Visitor,false,false
4,59.25,0,0,9,139.25,0.015384615,0,Mar,Edge,1,Old_Visitor,false,false
4,175,0,0,15,270.5,0,0,Mar,Mozilla,7,Old_Visitor,false,false
0,0,0,0,9,321,0.033333333,0,Mar,Chrome,5,Old_Visitor,false,false
0,0,0,0,1,0,0.2,0,Mar,Edge,1,Old_Visitor,false,false
4,159,0,0,3,64.75,0,0,Mar,Mozilla,1,Old_Visitor,false,false
0,0,0,0,4,26.5,0,0,Mar,Edge,9,Old_Visitor,true,false
